Question Title,Section,Instructor,Training(Chapter) ,Application,Type,Average Time on Task(HH MM SS),No. of Times Question Presented,% Correct(Guided / Unguided),Correct(Unguided),Correct(Guided),Skipped, 
"	AC Step 5.2.3: Use IIF and IsNull Functions","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:08:11","	165","	91.52%","	42","	109","	0","	"
"	AC Step 5.2.3: Use IIF and IsNull Functions","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:08:19","	205","	96.1%","	45","	152","	1","	"
"	AC Step 5.2.3: Use IIF and IsNull Functions","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:05:35","	10","	100%","	6","	4","	0","	"
"	AC Step 5.2.4: Use the DatePart Function","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:03:18","	67","	98.51%","	52","	14","	0","	"
"	AC Step 5.2.4: Use the DatePart Function","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:03:43","	47","	93.62%","	38","	6","	0","	"
"	AC Step 5.2.4: Use the DatePart Function","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:04:24","	226","	95.58%","	128","	88","	3","	"
"	AC Step 5.2.4: Use the DatePart Function","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:03:59","	156","	90.38%","	83","	58","	2","	"
"	AC Step 5.2.4: Use the DatePart Function","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:04:10","	165","	93.33%","	88","	66","	2","	"
"	AC Step 5.2.4: Use the DatePart Function","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:04:54","	205","	96.1%","	103","	94","	1","	"
"	AC Step 5.2.4: Use the DatePart Function","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 5: Simulation Training","	Access 2019","	SIM5 Question","	00:04:27","	10","	100%","	6","	4","	0","	"
"	AC Step 6.1.1: Back Up a Database When Testing an Action Query","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:08","	62","	100%","	44","	18","	0","	"
"	AC Step 6.1.1: Back Up a Database When Testing an Action Query","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:51","	41","	100%","	28","	13","	0","	"
"	AC Step 6.1.1: Back Up a Database When Testing an Action Query","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:44","	224","	100%","	89","	135","	0","	"
"	AC Step 6.1.1: Back Up a Database When Testing an Action Query","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:20","	154","	100%","	78","	76","	0","	"
"	AC Step 6.1.1: Back Up a Database When Testing an Action Query","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:24","	162","	100%","	83","	79","	0","	"
"	AC Step 6.1.1: Back Up a Database When Testing an Action Query","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:50","	202","	100%","	83","	119","	0","	"
"	AC Step 6.1.1: Back Up a Database When Testing an Action Query","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:00:51","	2","	100%","	2","	0","	0","	"
"	AC Step 6.1.2: Update Data with an Update Query","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:46","	62","	100%","	3","	59","	0","	"
"	AC Step 6.1.2: Update Data with an Update Query","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:50","	41","	100%","	2","	39","	0","	"
"	AC Step 6.1.2: Update Data with an Update Query","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:05:57","	224","	100%","	17","	207","	0","	"
"	AC Step 6.1.2: Update Data with an Update Query","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:06:15","	154","	100%","	16","	138","	0","	"
"	AC Step 6.1.2: Update Data with an Update Query","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:05:49","	162","	100%","	14","	148","	0","	"
"	AC Step 6.1.2: Update Data with an Update Query","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:06:48","	202","	99.5%","	25","	176","	1","	"
"	AC Step 6.1.2: Update Data with an Update Query","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:51","	2","	100%","	0","	2","	0","	"
"	AC Step 6.1.3: Test an Update Query","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:00:51","	62","	100%","	59","	3","	0","	"
"	AC Step 6.1.3: Test an Update Query","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:00:54","	41","	100%","	39","	2","	0","	"
"	AC Step 6.1.3: Test an Update Query","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:46","	224","	100%","	190","	34","	0","	"
"	AC Step 6.1.3: Test an Update Query","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:14","	154","	100%","	134","	20","	0","	"
"	AC Step 6.1.3: Test an Update Query","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:05","	162","	100%","	136","	26","	0","	"
"	AC Step 6.1.3: Test an Update Query","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:34","	202","	99.5%","	163","	38","	1","	"
"	AC Step 6.1.3: Test an Update Query","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:00:37","	2","	100%","	2","	0","	0","	"
"	AC Step 6.1.4: Create an Append Query","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:48","	62","	100%","	16","	46","	0","	"
"	AC Step 6.1.4: Create an Append Query","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:27","	41","	100%","	8","	33","	0","	"
"	AC Step 6.1.4: Create an Append Query","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:05:53","	224","	99.55%","	35","	188","	0","	"
"	AC Step 6.1.4: Create an Append Query","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:05:02","	154","	100%","	32","	122","	0","	"
"	AC Step 6.1.4: Create an Append Query","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:15","	162","	97.53%","	37","	121","	0","	"
"	AC Step 6.1.4: Create an Append Query","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:45","	202","	98.51%","	34","	165","	2","	"
"	AC Step 6.1.4: Create an Append Query","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:07:21","	2","	50%","	0","	1","	0","	"
"	AC Step 6.1.5: Create a Make Table Query","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:12","	62","	98.39%","	29","	32","	0","	"
"	AC Step 6.1.5: Create a Make Table Query","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:09","	41","	100%","	17","	24","	0","	"
"	AC Step 6.1.5: Create a Make Table Query","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:42","	224","	100%","	79","	145","	0","	"
"	AC Step 6.1.5: Create a Make Table Query","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:26","	154","	100%","	66","	88","	0","	"
"	AC Step 6.1.5: Create a Make Table Query","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:36","	162","	100%","	61","	101","	0","	"
"	AC Step 6.1.5: Create a Make Table Query","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:04:35","	202","	98.51%","	61","	138","	2","	"
"	AC Step 6.1.5: Create a Make Table Query","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:06:12","	2","	100%","	2","	0","	0","	"
"	AC Step 6.1.6: Create a Delete Query","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:20","	62","	98.39%","	41","	20","	1","	"
"	AC Step 6.1.6: Create a Delete Query","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:21","	41","	100%","	27","	14","	0","	"
"	AC Step 6.1.6: Create a Delete Query","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:11","	224","	100%","	116","	108","	0","	"
"	AC Step 6.1.6: Create a Delete Query","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:14","	154","	100%","	93","	61","	0","	"
"	AC Step 6.1.6: Create a Delete Query","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:59","	162","	100%","	84","	78","	0","	"
"	AC Step 6.1.6: Create a Delete Query","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:55","	202","	99.01%","	92","	108","	2","	"
"	AC Step 6.1.6: Create a Delete Query","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:02","	2","	100%","	2","	0","	0","	"
"	AC Step 6.2.1: Use the Crosstab Query Wizard","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:00","	62","	98.39%","	43","	18","	1","	"
"	AC Step 6.2.1: Use the Crosstab Query Wizard","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:24","	41","	100%","	29","	12","	0","	"
"	AC Step 6.2.1: Use the Crosstab Query Wizard","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:06","	224","	100%","	138","	86","	0","	"
"	AC Step 6.2.1: Use the Crosstab Query Wizard","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:30","	154","	99.35%","	98","	55","	0","	"
"	AC Step 6.2.1: Use the Crosstab Query Wizard","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:10","	162","	100%","	96","	66","	0","	"
"	AC Step 6.2.1: Use the Crosstab Query Wizard","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:03:47","	202","	99.01%","	104","	96","	2","	"
"	AC Step 6.2.1: Use the Crosstab Query Wizard","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:53","	2","	100%","	2","	0","	0","	"
"	AC Step 6.2.2: Modify a Crosstab Query","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:01","	62","	98.39%","	34","	27","	1","	"
"	AC Step 6.2.2: Modify a Crosstab Query","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:02","	41","	100%","	22","	19","	0","	"
"	AC Step 6.2.2: Modify a Crosstab Query","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:22","	224","	100%","	88","	136","	0","	"
"	AC Step 6.2.2: Modify a Crosstab Query","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:25","	154","	100%","	68","	86","	0","	"
"	AC Step 6.2.2: Modify a Crosstab Query","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:29","	162","	99.38%","	68","	93","	0","	"
"	AC Step 6.2.2: Modify a Crosstab Query","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:48","	202","	99.01%","	66","	134","	2","	"
"	AC Step 6.2.2: Modify a Crosstab Query","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:18","	2","	100%","	2","	0","	0","	"
"	AC Step 6.2.3: Create a Find Duplicate Records Query Using the Wizard","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:22","	62","	98.39%","	51","	10","	1","	"
"	AC Step 6.2.3: Create a Find Duplicate Records Query Using the Wizard","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:10","	41","	100%","	31","	10","	0","	"
"	AC Step 6.2.3: Create a Find Duplicate Records Query Using the Wizard","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:00","	224","	100%","	141","	83","	0","	"
"	AC Step 6.2.3: Create a Find Duplicate Records Query Using the Wizard","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:56","	154","	99.35%","	100","	53","	0","	"
"	AC Step 6.2.3: Create a Find Duplicate Records Query Using the Wizard","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:34","	162","	99.38%","	108","	53","	1","	"
"	AC Step 6.2.3: Create a Find Duplicate Records Query Using the Wizard","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:02:17","	202","	99.01%","	112","	88","	2","	"
"	AC Step 6.2.3: Create a Find Duplicate Records Query Using the Wizard","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:10","	2","	100%","	2","	0","	0","	"
"	AC Step 6.2.4: Create a Find Unmatched Query Using the Wizard","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:08","	62","	98.39%","	57","	4","	1","	"
"	AC Step 6.2.4: Create a Find Unmatched Query Using the Wizard","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:18","	41","	100%","	36","	5","	0","	"
"	AC Step 6.2.4: Create a Find Unmatched Query Using the Wizard","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:31","	224","	99.55%","	166","	57","	0","	"
"	AC Step 6.2.4: Create a Find Unmatched Query Using the Wizard","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:29","	154","	99.35%","	117","	36","	1","	"
"	AC Step 6.2.4: Create a Find Unmatched Query Using the Wizard","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:10","	162","	99.38%","	130","	31","	1","	"
"	AC Step 6.2.4: Create a Find Unmatched Query Using the Wizard","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:31","	202","	99.01%","	146","	54","	2","	"
"	AC Step 6.2.4: Create a Find Unmatched Query Using the Wizard","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 6: Simulation Training","	Access 2019","	SIM5 Question","	00:01:09","	2","	100%","	2","	0","	0","	"
"	AC Step 7.1.1: Convert a Form to Read-Only","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:05:34","	37","	100%","	6","	31","	0","	"
"	AC Step 7.1.1: Convert a Form to Read-Only","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:10:25","	25","	96%","	3","	21","	0","	"
"	AC Step 7.1.1: Convert a Form to Read-Only","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:07:30","	219","	98.63%","	24","	192","	0","	"
"	AC Step 7.1.1: Convert a Form to Read-Only","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:07:08","	146","	99.32%","	9","	136","	0","	"
"	AC Step 7.1.1: Convert a Form to Read-Only","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:07:34","	152","	99.34%","	14","	137","	0","	"
"	AC Step 7.1.1: Convert a Form to Read-Only","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:08:39","	209","	99.04%","	15","	192","	0","	"
"	AC Step 7.1.1: Convert a Form to Read-Only","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:08:23","	11","	100%","	1","	10","	0","	"
"	AC Step 7.1.2: Convert a Text Box to a Combo Box and Customize a Combo Box","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:48","	37","	100%","	10","	27","	0","	"
"	AC Step 7.1.2: Convert a Text Box to a Combo Box and Customize a Combo Box","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:05:04","	25","	100%","	7","	18","	0","	"
"	AC Step 7.1.2: Convert a Text Box to a Combo Box and Customize a Combo Box","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:04:36","	219","	99.09%","	49","	168","	0","	"
"	AC Step 7.1.2: Convert a Text Box to a Combo Box and Customize a Combo Box","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:04:18","	146","	100%","	25","	121","	0","	"
"	AC Step 7.1.2: Convert a Text Box to a Combo Box and Customize a Combo Box","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:55","	152","	100%","	36","	116","	0","	"
"	AC Step 7.1.2: Convert a Text Box to a Combo Box and Customize a Combo Box","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:04:22","	209","	99.04%","	46","	161","	1","	"
"	AC Step 7.1.2: Convert a Text Box to a Combo Box and Customize a Combo Box","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:50","	11","	100%","	3","	8","	0","	"
"	AC Step 7.1.3: Set Tab Order Using Auto Order","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:01:24","	37","	100%","	25","	12","	0","	"
"	AC Step 7.1.3: Set Tab Order Using Auto Order","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:25","	25","	100%","	12","	13","	0","	"
"	AC Step 7.1.3: Set Tab Order Using Auto Order","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:06","	219","	100%","	101","	118","	0","	"
"	AC Step 7.1.3: Set Tab Order Using Auto Order","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:17","	146","	100%","	46","	100","	0","	"
"	AC Step 7.1.3: Set Tab Order Using Auto Order","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:04","	152","	100%","	62","	90","	0","	"
"	AC Step 7.1.3: Set Tab Order Using Auto Order","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:17","	209","	99.04%","	65","	142","	2","	"
"	AC Step 7.1.3: Set Tab Order Using Auto Order","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:06:14","	11","	100%","	4","	7","	0","	"
"	AC Step 7.1.4: Set Tab Order Manually and Remove a Tab Stop","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:22","	37","	100%","	18","	19","	0","	"
"	AC Step 7.1.4: Set Tab Order Manually and Remove a Tab Stop","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:04","	25","	100%","	8","	17","	0","	"
"	AC Step 7.1.4: Set Tab Order Manually and Remove a Tab Stop","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:52","	219","	100%","	85","	134","	0","	"
"	AC Step 7.1.4: Set Tab Order Manually and Remove a Tab Stop","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:09","	146","	99.32%","	51","	94","	0","	"
"	AC Step 7.1.4: Set Tab Order Manually and Remove a Tab Stop","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:02:33","	152","	100%","	57","	95","	0","	"
"	AC Step 7.1.4: Set Tab Order Manually and Remove a Tab Stop","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:14","	209","	99.04%","	68","	139","	2","	"
"	AC Step 7.1.4: Set Tab Order Manually and Remove a Tab Stop","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:11:52","	11","	100%","	4","	7","	0","	"
"	AC Step 7.1.5: Create a Subform","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:29","	37","	100%","	7","	30","	0","	"
"	AC Step 7.1.5: Create a Subform","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:04:45","	25","	100%","	1","	24","	0","	"
"	AC Step 7.1.5: Create a Subform","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:55","	219","	99.54%","	24","	194","	0","	"
"	AC Step 7.1.5: Create a Subform","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:26","	146","	99.32%","	6","	139","	0","	"
"	AC Step 7.1.5: Create a Subform","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:22","	152","	100%","	12","	140","	0","	"
"	AC Step 7.1.5: Create a Subform","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:56","	209","	99.04%","	11","	196","	2","	"
"	AC Step 7.1.5: Create a Subform","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:03:32","	11","	100%","	3","	8","	0","	"
"	AC Step 7.2.1: Add a Text Box Control and Convert to a Calculated Control","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:08:15","	37","	97.3%","	1","	35","	0","	"
"	AC Step 7.2.1: Add a Text Box Control and Convert to a Calculated Control","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:08:16","	25","	88%","	0","	22","	0","	"
"	AC Step 7.2.1: Add a Text Box Control and Convert to a Calculated Control","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:10:46","	219","	93.61%","	9","	196","	1","	"
"	AC Step 7.2.1: Add a Text Box Control and Convert to a Calculated Control","	BITM 330 - session 2","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:09:54","	146","	93.15%","	3","	133","	1","	"
"	AC Step 7.2.1: Add a Text Box Control and Convert to a Calculated Control","	BITM 330 - session 1","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:08:52","	152","	94.74%","	6","	138","	0","	"
"	AC Step 7.2.1: Add a Text Box Control and Convert to a Calculated Control","	BITM 330 Spring 23","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:10:28","	209","	94.74%","	9","	189","	2","	"
"	AC Step 7.2.1: Add a Text Box Control and Convert to a Calculated Control","	BITM 330 Summer 2023","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:08:55","	11","	100%","	0","	11","	0","	"
"	AC Step 7.2.2: Add a Calculated Control to a Report","	BITM 330 -1002","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:05:24","	37","	100%","	4","	33","	0","	"
"	AC Step 7.2.2: Add a Calculated Control to a Report","	BITM - 330 -6399","	Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:07:11","	25","	92%","	2","	21","	0","	"
"	AC Step 7.2.2: Add a Calculated Control to a Report","	BITM 330 Spring 22","	Liu, Mai; Dvir, Nim","	Access Chapter 7: Simulation Training","	Access 2019","	SIM5 Question","	00:07:58","	219","	95.89%","	15","	195","	1","	"
